"['std_base', 'var', 'mean_mode', 'std_mode', 'mean_max', 'std_max', 'mean_width', 'std_width', 'mean_skewness', 'std_skewness', 'mean_kurtosis', 'std_kurtosis']","[1, 0.5, -1.6967002293677424e-06, 7.789029773666514e-05, 0.14949534668859996, 0.0518932950785108, 0.041319263089362755, 0.005399841653523579, -0.08627927394445317, 0.3969849540132296, 685.3095341670382, 62.23401371858]"
"[2, 0.5, -1.6219940176443736e-05, 0.00013309164199597556, 0.07079956959686325, 0.011567217641020278, 0.04153099107493581, 0.005765898682922785, -0.08712662192912653, 0.39605558710878724, 681.3559152620417, 62.071379214709445]"
"[3, 0.5, 7.6202944156428255e-06, 0.0001936177253515622, 0.04739651170651463, 0.006568172075447475, 0.04195207506365392, 0.00586396240961746, -0.08544844549176377, 0.3940425108296917, 674.7676251279106, 62.29021656362844]"
"[4, 0.5, -1.250799313336326e-05, 0.00029636742137215843, 0.03535857538815152, 0.004055102368518399, 0.04247401773786542, 0.006034599148485615, -0.08795138889465487, 0.3883846643789497, 665.0619027119045, 62.367989863904]"
"[5, 0.5, 4.166808413785056e-05, 0.00035573234989048, 0.02878106902224125, 0.0028996010491535405, 0.043629637805238645, 0.006191359723720225, -0.08562553758871187, 0.38256164218366984, 654.5196351092948, 62.14451017561012]"
"[6, 0.5, -1.5837640720809397e-05, 0.0004315065253236287, 0.02422048583725804, 0.0024895517036752413, 0.043801235258994035, 0.005425725570999855, -0.08243877837690139, 0.38464593352346244, 640.4108308176288, 61.81397811448118]"
"[7, 0.5, -1.60796545768771e-05, 0.0005256893567412066, 0.021029700069856005, 0.002164624708078609, 0.04541908966598431, 0.00607130525725075, -0.07480465776140474, 0.37492759933426173, 625.890948152562, 62.525887324016416]"
"[8, 0.5, 6.31826599013649e-05, 0.0006050915496873206, 0.01845843567613854, 0.0019298293041519815, 0.047075576304297935, 0.005556844046002616, -0.07978382491457892, 0.36699230064398075, 607.9392069254633, 62.570703717631616]"
"[9, 0.5, -3.210496776277466e-05, 0.0007385350563628037, 0.01645210356716317, 0.0015473977130084024, 0.05045776045415287, 0.006494006690755394, -0.07113998634246045, 0.3553578949132662, 589.0119498549449, 61.817201478971256]"
"[10, 0.5, 2.328667815721275e-05, 0.0007701610896751953, 0.014943044820515134, 0.0014292552282470132, 0.05161571947912313, 0.005637327654450648, -0.07827158989654824, 0.3455188565096387, 569.1557539136519, 61.3227531499025]"
"[12, 1.5, -3.96551724469843e-05, 0.0009909010314119613, 0.012523491898956669, 0.0014712323301592739, 0.05699226689982318, 0.006252076416841981, -0.06615820524223628, 0.3312865718222056, 524.8086123474983, 64.15752283110253]"
"[15, 1.5, -0.00012056118193758514, 0.0012124496647117188, 0.010163316582914575, 0.0010487098334812932, 0.06491737551275181, 0.006143445636606559, -0.052704958330996525, 0.29560018209853955, 459.85363816209633, 60.655030454685914]"
"[17, 1.5, -0.00013399277565585122, 0.0013468700891155398, 0.009103195348942019, 0.0009421060481573137, 0.0710447205366236, 0.006660627398365238, -0.06105703760517109, 0.2882137782790435, 417.0123302894731, 60.27264184605076]"
"[19, 1.5, 0.00029071868167261677, 0.0016021622489378125, 0.008161096964643847, 0.0008551794863260218, 0.07731602117748831, 0.007456077751964522, -0.04914012717681113, 0.267330023186348, 373.74983763214846, 58.36301930051264]"
